Series;Time;Value
cms;2018-03-25T01:00:00+01:00;77.14950332682447
cms;2018-03-25T08:00:00+02:00;82.49899811684442
cms;2018-03-25T14:00:00+02:00;85.7035097929367
cms;2018-03-25T20:00:00+02:00;85.58851539256817
cms;2018-03-26T02:00:00+02:00;83.70420629276943
cms;2018-03-26T08:00:00+02:00;81.44485021467219
cms;2018-03-26T14:00:00+02:00;80.60222053269547
cms;2018-03-26T20:00:00+02:00;79.59509941614613
cms;2018-03-27T02:00:00+02:00;76.31890387853947
cms;2018-03-27T08:00:00+02:00;74.05461020199668
cms;2018-03-27T14:00:00+02:00;71.57268066780614
cms;2018-03-27T20:00:00+02:00;67.84698681378836
cms;2018-03-28T02:00:00+02:00;59.36752994981776
cms;2018-03-28T08:00:00+02:00;55.380357992802786
cms;2018-03-28T14:00:00+02:00;55.84687432729945
cms;2018-03-28T20:00:00+02:00;54.03733861590944
cms;2018-03-29T02:00:00+02:00;56.71086310905057
cms;2018-03-29T08:00:00+02:00;59.17313641185393
cms;2018-03-29T14:00:00+02:00;67.06674491825866
cms;2018-03-29T20:00:00+02:00;72.33934462235288
cms;2018-03-30T02:00:00+02:00;70.04479058070395
cms;2018-03-30T08:00:00+02:00;60.22338085626982
cms;2018-03-30T14:00:00+02:00;66.84339419296501
cms;2018-03-30T20:00:00+02:00;75.39050334847724
cms;2018-03-31T02:00:00+02:00;79.48969041009667
cms;2018-03-31T08:00:00+02:00;83.54646888195643
cms;2018-03-31T14:00:00+02:00;87.61498287852444
cms;2018-03-31T20:00:00+02:00;89.15777163470834
cms;2018-04-01T02:00:00+02:00;87.11253400599165
cms;2018-04-01T08:00:00+02:00;82.58579951459724
cms;2018-04-01T14:00:00+02:00;84.88827027596058
cms;2018-04-01T20:00:00+02:00;84.8711948591783
cms;2018-04-02T02:00:00+02:00;81.31986700149167
cms;2018-04-02T08:00:00+02:00;80.37851568870668
cms;2018-04-02T14:00:00+02:00;81.70361529734944
cms;2018-04-02T20:00:00+02:00;83.32349972272169
cms;2018-04-03T02:00:00+02:00;82.41246064012833
cms;2018-04-03T08:00:00+02:00;82.04441509418444
cms;2018-04-03T14:00:00+02:00;87.7562641655408
cms;2018-04-03T20:00:00+02:00;87.62368872829275
cms;2018-04-04T02:00:00+02:00;86.34351434431943
cms;2018-04-04T08:00:00+02:00;75.6688504272179
cms;2018-04-04T14:00:00+02:00;72.34506201881946
cms;2018-04-04T20:00:00+02:00;68.44999059774949
cms;2018-04-05T02:00:00+02:00;62.78921791577595
cms;2018-04-05T08:00:00+02:00;51.9053454699837
cms;2018-04-05T14:00:00+02:00;41.64161792161696
cms;2018-04-05T20:00:00+02:00;42.45761221503855
cms;2018-04-06T02:00:00+02:00;44.040329173567045
cms;2018-04-06T08:00:00+02:00;48.04590025824581
cms;2018-04-06T14:00:00+02:00;52.58437932415137
cms;2018-04-06T20:00:00+02:00;53.879760666008345
cms;2018-04-07T02:00:00+02:00;52.58704804279391
cms;2018-04-07T08:00:00+02:00;54.23134053552752
cms;2018-04-07T14:00:00+02:00;45.6824195101927
cms;2018-04-07T20:00:00+02:00;43.03686138902057
cms;2018-04-08T02:00:00+02:00;40.54306497265055
cms;2018-04-08T08:00:00+02:00;36.2439134974839
cms;2018-04-08T14:00:00+02:00;32.22000522178596
cms;2018-04-08T20:00:00+02:00;34.0607426157335
cms;2018-04-09T02:00:00+02:00;35.05777432040282
cms;2018-04-09T08:00:00+02:00;35.84811086794355
cms;2018-04-09T14:00:00+02:00;48.315013395099434
cms;2018-04-09T20:00:00+02:00;56.39700116268494
cms;2018-04-10T02:00:00+02:00;60.35251637360055
cms;2018-04-10T08:00:00+02:00;57.236578229024545
cms;2018-04-10T14:00:00+02:00;47.520645705449446
cms;2018-04-10T20:00:00+02:00;55.33575532764492
cms;2018-04-11T02:00:00+02:00;56.83501007021574
cms;2018-04-11T08:00:00+02:00;54.0933085776089
cms;2018-04-11T14:00:00+02:00;42.769863351536934
cms;2018-04-11T20:00:00+02:00;47.01691807276873
cms;2018-04-12T02:00:00+02:00;64.21484995022188
cms;2018-04-12T08:00:00+02:00;71.85296876982021
cms;2018-04-12T14:00:00+02:00;69.43386419799101
cms;2018-04-12T20:00:00+02:00;62.092326398131135
cms;2018-04-13T02:00:00+02:00;62.379085541951106
cms;2018-04-13T08:00:00+02:00;72.74481340879889
cms;2018-04-13T14:00:00+02:00;74.78309066485026
cms;2018-04-13T20:00:00+02:00;71.24416593279828
cms;2018-04-14T02:00:00+02:00;53.90287280130672
cms;2018-04-14T08:00:00+02:00;59.91129964296572
cms;2018-04-14T14:00:00+02:00;68.6698570178131
cms;2018-04-14T20:00:00+02:00;71.35277567374175
cms;2018-04-15T02:00:00+02:00;74.56301837310558
cms;2018-04-15T08:00:00+02:00;76.6060364472937
cms;2018-04-15T14:00:00+02:00;77.96248749555697
cms;2018-04-15T20:00:00+02:00;76.45759067896799
cms;2018-04-16T02:00:00+02:00;75.48980315682009
cms;2018-04-16T08:00:00+02:00;74.56752648360894
cms;2018-04-16T14:00:00+02:00;73.9616868198402
cms;2018-04-16T20:00:00+02:00;63.53753209182001
cms;2018-04-17T02:00:00+02:00;55.20219508596164
cms;2018-04-17T08:00:00+02:00;53.48259520946998
